Provider Name,City,State,ZIP,Payment,Rural Location
"AMHERST ALLIANCE, LLC",PARMA,OH,441341604,"$   6,021.40",NO
"AMHERST MANOR, INC.",AMHERST,OH,440011332,"$   33,200.39",NO
AMJAD RASS INC,ZANESVILLE,OH,437021821,"$   173,681.62",YES
ANCHOR LODGE LIMITED PARTNERSHIP,LORAIN,OH,440531292,$   500.00,NO
"ANCHOR LODGE NURSING HOME, INC.",LORAIN,OH,440531292,"$   27,077.05",NO
"ANDOVER VILLAGE RETIREMENT COMMUNITY, LTD",ANDOVER,OH,440039602,"$   183,427.51",YES
ANDREWS DENTAL LABORATORIES INC,LOUISVILLE,OH,446412407,$   559.34,NO
ANESTHESIA ASSOCIATES OF WOOSTER,WOOSTER,OH,446912342,"$   39,280.45",YES
ANESTHESIA CARE OF UNION HOSPITAL INC,DOVER,OH,446222008,"$   3,975.63",YES
ANIL PARIKH MD INC,FAIRLAWN,OH,443333702,$   792.54,NO
ANKLE AND FOOT SPECIALISTS OF MARION INC,MARION,OH,433026347,"$   93,463.39",YES
"ANN M. ROGERS MD, INC. & ASSOCIATES",DUBLIN,OH,430169600,$   517.74,NO
"ANNA MARIA OF AURORA, INC.",AURORA,OH,442029537,"$   3,880.56",NO
ANTHONY R ELIAS MD AND CHRISTINE C TAM MD LLC,CHESTERLAND,OH,440261060,$   500.00,NO
ANTONIA JENSEN & ASSOCIATES LLC,WAUSEON,OH,435671857,"$   3,042.27",YES
"APOSTOLIC CHRISTIAN HOME, INC",RITTMAN,OH,442709518,"$   76,221.30",YES
APRIL ENTERPRISES INC,DAYTON,OH,454393266,"$   7,964.08",NO
ARA-CHILLICOTHE DIALYSIS LLC,CHILLICOTHE,OH,456014145,"$   56,405.58",YES
ARA-JACKSON DIALYSIS LLC,JACKSON,OH,456408551,"$   31,023.07",YES
ARCADIA VALLEY SKILLED NURSING & REHABILITATION INC,MANSFIELD,OH,449021624,"$   115,122.04",YES
ARDEN COURTS OF TAMPA FL LLC,TOLEDO,OH,436041531,$   500.00,NO
ARDEN COURTS W. PALM BEACH FL LLC,TOLEDO,OH,436041531,$   500.00,NO
ARIZONA COUNSELING & CONSULTATION SERVICES,COLUMBUS,OH,432042653,"$   2,035.90",NO
ARLINGTON COURT NURSING HOME SERVICES CO INC,COLUMBUS,OH,432203866,"$   16,319.47",NO
ARLINGTON DENTAL GROUP,MENTOR,OH,440604521,$   500.00,NO
ARLINGTON POINTE INVESTMENT GROUP LLC,MIDDLETOWN,OH,450059701,"$   3,880.56",NO
ARROWHEAD PLASTIC SURGEONS INC,MAUMEE,OH,435371740,"$   6,747.41",YES
"ASHFORD AT MT. WASHINGTON, LLC",NEW ALBANY,OH,430541189,$   500.00,NO
ASHLAND EYECARE INC,ASHLAND,OH,448059586,"$   27,113.62",YES
"ASHLAND OTOLARYNGOLOGY, HEAD & NECK SURGERY, INC.",ASHLAND,OH,44805,"$   13,066.84",YES
"ASHLEY ENTERPRISES, LLC",YOUNGSTOWN,OH,445151160,"$   2,342.31",NO
ASHLEY RENA HOLSINGER,WEST UNION,OH,456931072,$   844.64,YES
ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,OH,440044985,"$   6,138,753.27",YES
ASHTABULA COUNTY RESIDENTIAL SERVICES CORP.,CONNEAUT,OH,440301146,"$   133,280.62",YES
ASHTABULA REGIONAL HOME HEALTH SERVICES,ASHTABULA,OH,440051428,"$   238,001.91",YES
"ASHTABULA RENAL CARE GROUP, LLC",ASHTABULA,OH,440043435,"$   12,221.21",YES
ASSISTED LIVING SERVICES. INC,AMHERST,OH,440011332,"$   1,689.27",NO
ASSOCIATED EYE CARE INC,TOLEDO,OH,436233074,"$   20,003.88",YES
"ASSOCIATES FAMILY FOOT CARE, LLC",GIRARD,OH,444200128,"$   21,747.63",YES
ASSUMPTION VILLAGE,NORTH LIMA,OH,444529560,"$   24,755.23",NO
ASSURANCE HEALTH CINCINNATI LLC,BLUE ASH,OH,452421412,"$   94,633.13",YES
ASTHMA AND ALLERGY CENTER LTD,YOUNGSTOWN,OH,445058439,"$   1,055.31",NO
"ASTORIA HEALTHCARE GROUP, LLC",GERMANTOWN,OH,453271712,"$   14,544.95",NO
ASTORIA PLACE OF CLYDE LLC,CLYDE,OH,434102051,"$   188,444.18",YES
ASTORIA PLACE OF WATERVILLE LLC,WATERVILLE,OH,43566,"$   23,514.62",NO
ATHENS EYE CARE LLC,ATHENS,OH,457012328,"$   11,230.73",YES
"ATHENS LTC, INC",ATHENS,OH,457011370,"$   425,444.24",YES
ATHENS SURGERY CENTER LTD,ATHENS,OH,457012302,"$   56,155.65",YES
ATLANTIC HEALTHCARE SERVICES LLC,PARMA,OH,441301043,"$   4,734.32",YES
ATLAS OHIO PIKE INC,CINCINNATI,OH,452452329,"$   13,552.82",NO
ATRIUM HERITAGE INC.,COLUMBUS,OH,432192289,"$   29,691.31",NO
"ATRIUM LINCOLN HAVEN, INC.",COLUMBUS,OH,432192289,"$   108,892.00",YES
ATRIUM MAYFIELD LLC,MAYFIELD HEIGHTS,OH,441244137,"$   3,647.82",NO
ATRIUM MEDICAL CENTER,MIDDLETOWN,OH,450052584,"$   313,230.99",NO
"ATRIUM PLAINWELL, INC.",COLUMBUS,OH,432192289,"$   27,699.27",YES
ATRIUM RETIREMENT CENTERS LLC,COLUMBUS,OH,432192289,"$   10,584.55",NO
ATRIUM SHARONVILLE LLC,SHARONVILLE,OH,452463941,"$   5,769.07",NO
"AULTMAN DEUBLE HEART & VASCULAR HOSPITAL, LLC",CANTON,OH,447080690,"$   149,533.92",YES
AULTMAN HOSPITAL,NORTH CANTON,OH,447207618,"$   5,631,235.99",YES
AULTMAN MEDICAL GROUP INC,NORTH CANTON,OH,447207616,"$   1,028.38",NO
AULTMAN NORTH CANTON MEDICAL GROUP,NORTH CANTON,OH,447207616,"$   442,425.65",YES
"AULTMAN NOW URGENT CARE, LLC",CANTON,OH,447080868,$   761.14,NO
AULTMAN SPECIALTY HOSPITAL LLC,CANTON,OH,447101702,"$   83,906.30",NO
AURORA,LORAIN,OH,44052,$   853.28,NO
AURORA MANOR LIMITED PARTNERSHIP,AURORA,OH,442029170,"$   4,313.87",NO
AUSTINTOWN PODIATRY ASSOCIATES INC,AUSTINTOWN,OH,445154062,"$   9,447.42",YES
AUSTINWOODS NURSING CENTER INC,AUSTINTOWN,OH,445155403,"$   3,199.95",NO
"AUTUMN AEGIS, INC",LORAIN,OH,440525200,"$   14,697.11",NO
"AUTUMN COURT OPERATING COMPANY, LLC",OTTAWA,OH,458751540,"$   89,443.54",YES
"AVIS LEASING CO., LLC",MASSILON,OH,44646,"$   26,249.50",NO
AVON HEALTHCARE CENTER INC,AVON,OH,440111539,"$   6,329.40",NO
AXELIX HEALTH CONSULTING INC,MENTOR,OH,440604301,"$   31,725.92",YES
BACK IN MOTION CHIRO & REHAB CTR LLC,DAYTON,OH,454594078,$   500.00,NO
"BACK ON TRACK THERAPY AND WELLNESS, LLC",WAPAKONETA,OH,45895,"$   1,149.05",YES
"BARNESVILLE HOSPITAL ASSOCIATION, INC.",BARNESVILLE,OH,437130309,"$   494,538.03",YES
"BARNESVILLE SURGERY, INC.",BARNESVILLE,OH,437131098,"$   12,267.28",YES
"BARNESVILLE VISION CENTER, LLC",BARNESVILLE,OH,437131080,"$   10,779.48",YES
"BARRETT PAIN ASSOCIATES, INC",DOVER,OH,446222008,"$   75,267.32",YES
BARSAN FAMILY DENTAL PRACTICE,CUYAHOGA FALLS,OH,442212516,$   500.00,NO
"BASSETTI & ASSOCIATES M.D., P.A.",CINCINNATI,OH,452645649,"$   16,188.86",YES
BATH CREEK HEALTHCARE GROUP INC,CUYAHOGA FALLS,OH,442232516,"$   5,699.70",NO
BATH MANOR LIMITED PARTNERSHIP,AKRON,OH,443332927,"$   8,572.91",NO
BATON ROUGE ANESTHESIA SERVICES LLC,CINCINNATI,OH,452637570,"$   2,576.30",NO
BAY PARK COMMUNITY HOSPITAL,CINCINNATI,OH,452633006,"$   354,429.00",YES
BAZETTA TOWNSHIP TRUSTEES,CORTLAND,OH,444101627,$   500.00,YES
BEAVERCREEK MEDICAL CENTER,MIAMISBURG,OH,453423598,"$   319,487.67",NO
"BECHTOLD ENTERPRISES, INC",GRAFTON,OH,440441447,"$   1,564.58",NO
"BEECHMONT DENTAL DR. PATEL, INC.",CINCINNATI,OH,452554229,"$   1,023.96",NO
BEEGHLY NURSING LLC,BOARDMAN,OH,445123459,"$   22,429.83",NO
BEHAVIORAL HARMONY LTD,CANTON,OH,447081670,$   500.00,NO
BEHAVIORAL HEALTHCARE PARTNERS OF CENTRAL OHIO INC,NEWARK,OH,43055,"$   153,258.03",YES
BELDEN VILLAGE HEALTHCARE LLC,CANTON,OH,447182521,"$   30,866.12",NO
BELLEFONTAINE HEALTHCARE LLC,BELLEFONTAINE,OH,433111078,"$   217,535.49",YES
BELLEFONTAINE PHYSICAL THERAPY LTD,BELLEFONTAINE,OH,433112250,"$   13,265.17",YES
"BELLEVUE HEALTHCARE GROUP, LLC",BELLEVUE,OH,448119700,"$   198,094.62",YES
BELLEVUE PROFESSIONAL SERVICES INC,BELLEVUE,OH,448119088,"$   117,628.04",YES
BELMONT MANOR INC.,SAINT CLAIRSVILLE,OH,439508314,$   500.00,NO
BELOVED HEALTHCARE SERVICES LLC,COLUMBUS,OH,432322907,$   500.00,NO
BELPRE LANDING NURSING & REHABILITATION INC,BELPRE,OH,45714,"$   218,941.94",YES
BENTLEY LEASING CO LLC,SALEM,OH,444602503,"$   192,852.04",YES
"BETHANY NURSING HOME, INC.",CANTON,OH,447092977,"$   9,238.96",NO
"BETHESDA HEALTH AND REHAB CENTER, INC.",BARNESVILLE,OH,437139335,"$   120,247.27",YES
BETHESDA HOSPITAL INC.,CINCINNATI,OH,452122272,"$   1,701,695.10",YES
"BETTER HOME CARE SERVICES, INC.",COLUMBUS,OH,43214,"$   18,731.90",NO
BEVERLY HEALTH CARE CO LLC,BEVERLY,OH,457158909,"$   138,232.87",YES
"BEYOND HEALTHCARE & EDUCATION, LLC",WHITEHALL,OH,432132574,$   903.81,NO
BIG RIVER EMERGENCY PHYSICIANS INC,CANTON,OH,447182545,"$   923,196.03",YES
"BIO-MEDICAL APPLICATIONS OF OHIO, INC.",BELPRE,OH,457141618,"$   1,249,383.46",YES
BLANCHARD VALLEY CONTINUING CARE SERVICES,FINDLAY,OH,458409773,"$   621,565.60",YES
BLANCHARD VALLEY HOME CARE SERVICES LLC,FINDLAY,OH,458409773,"$   696,820.43",YES
BLANCHARD VALLEY MEDICAL PRACTICE LLC,FINDLAY,OH,458401214,"$   382,107.00",YES
BLANCHARD VALLEY REGIONAL HEALTH CENTER,FINDLAY,OH,458401214,"$   7,241,934.18",YES
BLANCHESTER HEALTHCARE LLC,BLANCHESTER,OH,451071310,"$   120,516.59",YES
"BLCC, INC",NORTH LIMA,OH,444529558,"$   29,765.71",NO
BLOOM FAMILY EYE SURGEONS LTD,DAYTON,OH,454041898,"$   4,588.20",YES
BLOOM OF GRACE REHAB LLC,GREEN SPRINGS,OH,448369689,"$   66,751.30",YES
BLOOMINGTON MEDICAL SERVICES LLC,WOOSTER,OH,446912342,"$   311,037.80",YES
BLOSSOM HILL CARE CENTER INC,HUNTSBURG,OH,440469792,"$   27,873.19",NO
BLUE ASH HEALTHCARE LLC,BLUE ASH,OH,452426915,"$   12,619.88",NO
BLUE CREEK HEALTHCARE LLC,LEWIS CENTER,OH,430359704,"$   16,970.95",NO
BLUE RIDGE NURSING LLC,BLUE ASH,OH,452412424,"$   37,445.93",NO
BOARD CERTIFIED DERMATOPATHOLOGY INC,YOUNGSTOWN,OH,44515,"$   9,742.21",NO
BOARDMAN SKILLED NURSING LLC,YOUNGSTOWN,OH,445124213,"$   9,290.72",NO
BON SECOURS - RICHMOND COMMUNITY HOSPITAL LLC,CINCINNATI,OH,452639992,"$   547,882.75",YES
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER LLC,CINCINNATI,OH,452639995,"$   3,264,287.43",YES
BON SECOURS MERCY HEALTH EMPORIA LLC,CINCINNATI,OH,452639858,"$   971,434.25",YES
BON SECOURS MERCY HEALTH FRANKLIN LLC,CINCINNATI,OH,452639857,"$   1,257,505.07",YES
BON SECOURS MERCY HEALTH PETERSBURG LLC,CINCINNATI,OH,452639859,"$   1,521,655.06",NO
BON SECOURS ST FRANCIS MEDICAL CENTER LLC,CINCINNATI,OH,452639993,"$   1,244,107.38",YES
BON SECOURS ST MARYS HOSPITAL OF RICHMOND LLC,CINCINNATI,OH,452639994,"$   1,842,199.79",YES
BON SECOURS ST PETERSBURG HOME CARE SERVICES LLC,CINCINNATI,OH,452631118,"$   2,417.98",NO
BON SECOURS-VIRGINIA HEALTHSOURCE INC,CINCINNATI,OH,452631030,"$   25,855.04",YES
"BONE AND JOINT SURGEONS, INC.",BEAVERCREEK,OH,454313841,"$   7,760.35",NO
BOOKCLIFFS PATHOLOGY PC,TOLEDO,OH,436141509,"$   5,459.10",YES
"BOUNDLESS HEALTH, INC.",WORTHINGTON,OH,430853192,"$   13,446.05",YES
BOWERSTON HILLS HEALTHCARE LLC,DELAWARE,OH,430153175,"$   47,012.68",YES
BOWLING GREEN ORTHOPAEDICS INC.,BOWLING GREEN,OH,434022694,"$   28,079.96",YES
"BOYKO MANAGEMENT, INC.",LOVELAND,OH,451409577,"$   12,094.57",NO
"BRADLEY ROAD NURSING HOME, INC.",BAY VILLAGE,OH,441401670,"$   6,216.94",NO
BRAINARD LEASING LLC,CLEVELAND,OH,441224632,"$   1,851.31",NO
"BRECKSVILLE HEALTHCARE GROUP, INC.",BRECKSVILLE,OH,441411919,"$   5,372.96",NO
BRENDA S HEIL,CAMBRIDGE,OH,43725,$   500.00,YES
BRENTWOOD HEALTHCARE ENTERPRISES,SAGAMORE HLS,OH,440671605,"$   1,737.92",NO
BRETHREN CARE VILLAGE LLC,ASHLAND,OH,448054325,"$   219,343.10",YES
BRETHREN RETIREMENT COMMUNITY,GREENVILLE,OH,453311312,"$   305,812.99",YES
BRIAN SHORT,FAIRFIELD,OH,450144671,"$   3,680.54",YES
"BRIAR HILL HEALTH CARE RESIDENCE, INC.",MIDDLEFIELD,OH,440629577,"$   39,868.24",NO
BRIARWOOD LEASING LLC,CLEVELAND,OH,441224632,"$   1,037.88",NO
BROAD 64 IMAGING LLC,CINCINNATI,OH,452631146,"$   2,072.56",NO
BROADVIEW NURSING HOME INC,PARMA,OH,441341605,"$   9,939.16",NO
"BROOK POINTE HEALTH AND REHAB, INC.",BEACHWOOD,OH,441225511,"$   1,581.37",NO
"BROOKVIEW OPERATING COMPANY, LLC",DEFIANCE,OH,435121314,"$   181,757.54",YES
BROOKVILLE ENTERPRISE INC.,LIMA,OH,458053529,"$   56,527.88",NO
BROWN COUNTY WOMENS HEALTH LLC,GEORGETOWN,OH,451219670,"$   18,371.25",YES
"BROWN MEMORIAL HOME, INC",CIRCLEVILLE,OH,431131702,"$   80,781.00",YES
"BRUNSWICK EYE AND CONTACT LENS CENTER, LLC",DEFIANCE,OH,435124604,"$   16,202.06",YES
BRUNSWICK HEALTH & REHABILITATION CENTER INC,BRUNSWICK,OH,442123957,"$   5,858.04",NO
BRYAN EMERGENCY PHYSICIANS PA,CANTON,OH,447182545,"$   96,554.86",YES
BTX KOI INC,CINCINNATI,OH,452334311,"$   24,950.23",YES
BUCKEYE HOME HEALTHCARE INC.,WESTERVILLE,OH,430812877,"$   7,955.07",NO
"BUCYRUS DENTAL- H. LIN, DDS, LLC",BUCYRUS,OH,448202113,"$   13,716.54",YES
"BURBANK PARKE CARE CENTER, INC.",BURBANK,OH,442148700,"$   124,327.57",YES
BURGUNDI MANOR OPERATING COMPANY LLC,YOUNGSTOWN,OH,445054970,"$   3,343.72",NO
BURLINGTON OPERATING CO LLC,BLUE ASH,OH,452412424,"$   3,343.72",NO
"BURTON HEALTH CARE CENTER, INC.",BURTON,OH,440219651,"$   9,238.96",NO
BURWINKEL FAMILY DENTRISTRY,HILLSBORO,OH,451330190,"$   27,588.03",YES
BUTLER COUNTY COMMUNITY HEALTH CONSORTIUM INC,HAMILTON,OH,450116078,"$   57,734.44",YES
BZKZ INC.,AVON,OH,440112848,"$   1,389.61",NO
C MICAH RAND,CINCINNATI,OH,452416071,"$   7,519.94",NO
CANAL WINCHESTER CARE CENTER LLC,CANAL WINCHESTER,OH,431108282,"$   34,071.50",NO
CANFIELD LEASING CO LLC,YOUNGSTOWN,OH,445112805,"$   25,527.31",NO
CANTERBURY VILLA OPERATIONS CORP,ALLIANCE,OH,446018772,"$   176,187.91",YES
CANTON CHRISTIAN HOME INC,CANTON,OH,447093306,"$   11,952.30",NO
CAPITAL HOSPITALIST MEDICAL GROUP INC,CANTON,OH,447182545,$   500.00,NO
CARDINAL AVON INC,AVON,OH,440112018,"$   11,627.10",NO
CARDINAL DELAWARE INC,LEWIS CENTER,OH,430351128,"$   5,769.07",NO
"CARDINAL RECOVERY, LLC",GALLIPOLIS,OH,456312600,"$   12,278.92",YES
CARE EQUIP LLC,ZANESVILLE,OH,437012658,"$   19,619.56",YES
CARE FOR YOU HOME HEALTH CARE AGENCY LLC,AKRON,OH,443137007,"$   2,977.83",NO
CAREBRIDGE PALLIATIVE SERVICES INC,CINCINNATI,OH,452639952,"$   1,845.56",YES
"CARECORE AT LIMA,LLC",LIMA,OH,458041461,"$   27,504.79",NO
CARECORE AT THE MEADOWS LLC,CINCINNATI,OH,452404122,"$   22,633.44",NO
CAREGIVER GROVE BEHAVIORAL HEALTH LLC,TOLEDO,OH,436047258,$   953.73,NO
"CARELIFE IMAGING, LLC",ZANESVILLE,OH,437011312,"$   23,437.33",YES
CAREPLUS HOME HEALTHCARE,SPRINGFIELD,OH,455033674,"$   5,379.57",NO
CAREY CHIRPRACTIC INC,ATHENS,OH,457011315,"$   2,302.86",YES
CARL ZAYCOSKY,WILMINGTON,OH,451772239,$   616.06,YES
CAROLE S HEREDIA,MOUNT VERNON,OH,430501618,$   500.00,YES
CARRIAGE INN HOME CARE OF WEST VIRGINIA INC.,DUBLIN,OH,430172378,"$   2,844.68",NO
"CARRIAGE INN OF TROTWOOD, INC",DUBLIN,OH,430172378,"$   3,217.56",NO
CARROLL COUNTY VISITING NURSE ASSOCIATION AND HOME HEALTH AGENCY,CARROLLTON,OH,446150610,"$   27,703.62",YES
CARROLL HEALTHCARE CENTER INC,CARROLLTON,OH,446159469,"$   149,505.71",YES
CARROLL OPCO LLC,CARROLL,OH,431129721,"$   200,409.82",YES
CARTWRIGHT CHIROPRACTIC INC.,FAIRFIELD,OH,45014,$   500.00,NO
CARY COPELAND DPM INC,BLUE ASH,OH,452423704,"$   4,817.59",NO
CASE CENTER FOR SURGERY & ENDOSCOPY LLC,LIMA,OH,458052133,"$   2,453.03",NO
"CASTLE NURSING HOMES, INC.",MILLERSBURG,OH,446549171,"$   484,021.45",YES
CATARACT EYE CENTER CLEVE,WILLOUGHBY HILLS,OH,44094,"$   1,458.07",NO
CATHERINE LARUFFA MD INC,BLANCHESTER,OH,451071465,"$   13,187.77",YES
"CATHERINE'S CARE CENTER, INC.",STEUBENVILLE,OH,439521832,"$   2,103.64",NO
CAVALIER MOBILE XRAY CO,YOUNGSTOWN,OH,445133371,"$   14,261.98",YES
CEDAR RIDGE BEHAVIORAL HEALTH SOLUTIONS LLC,CAMBRIDGE,OH,437252301,"$   285,164.61",YES
"CEDAR SPRINGS HOSPITALIST MEDICAL GROUP, INC.",CANTON,OH,447182545,$   500.00,NO
CENTER FOR CHILD AND FAMILY ADVOCACY,NAPOLEON,OH,435451698,"$   36,486.88",YES
CENTER FOR ORAL & MAXILLOFACIAL SURGERY INC,FINDLAY,OH,458401343,$   500.00,YES
"CENTER RIDGE NURSING HOME, INC.",NORTH RIDGEVILLE,OH,440392837,"$   16,485.23",NO
CENTERBURG POINTE HEALTHCARE GROUP INC.,CENTERBURG,OH,430119401,"$   90,566.99",YES
CENTERBURG TWO LLC,CENTERBURG,OH,430118314,"$   60,834.79",YES
CENTERS FOR FOOT & ANKLE CARE LLC,CINCINNATI,OH,452463740,"$   70,129.41",YES
"CENTRAL COMMUNITY HEALTH BOARD OF HAMILTON COUNTY, INC",TOLEDO,OH,43606,"$   3,251.96",NO
CENTRAL LORAIN COUNTY JOINT AMBULANCE DISTRICT,CLEVELAND,OH,441930030,"$   29,728.90",YES
CENTRAL OHIO ENDOSCOPY CENTER LLC,COLUMBUS,OH,432021523,"$   20,871.09",YES
CENTRAL OHIO EYE PHYSICIANS & SURGEONS INC,COLUMBUS,OH,432157312,"$   10,562.42",NO
CENTRAL OHIO PATHOLOGY ASSOCIATES,CLEVELAND,OH,441930016,"$   25,940.17",YES
CENTRAL OHIO SURGICAL INSTITUTE LLC,NEW ALBANY,OH,430548726,"$   7,670.33",NO
CHAGRIN VALLEY ANESTHESIA LLC,BEACHWOOD,OH,441224426,$   500.00,NO
"CHAMPAIGN RESIDENTIAL SERVICES, INC.",URBANA,OH,430780029,"$   602,230.96",YES
CHAMPION TOWNSHIP TRUSTEES,WARREN,OH,444831413,$   795.67,NO
CHARLES MBANEFO,CLEVELAND,OH,441043805,$   500.00,NO
"CHARLES S. GILES MD, PSC",CINCINNATI,OH,452385399,"$   32,952.57",YES
CHARLOTTESVILLE PATHOLOGY ASSOCIATES PLC,LIMA,OH,458020480,"$   18,588.54",NO
CHAVEZ EMERGENCY PHYSICIANS MEDICAL GROUP INC,CANTON,OH,447182545,"$   179,342.34",YES
CHELSEA HEALTH CARE LLC,COLUMBUS,OH,432324257,"$   1,395.29",NO
CHESAPEAKE HOSPITAL LLC,CINCINNATI,OH,452639991,"$   1,633,107.97",YES
"CHESTERWOOD NURSING CARE, LTD",WEST CHESTER,OH,450692589,"$   13,997.65",NO
CHILD AND ADOLESCENT BEHAVIORAL HEALTH,CANTON,OH,447041132,"$   65,638.12",NO
CHILD AND ADOLESCENT SPECIALTY CARE OF DAYTON INC.,TIPP CITY,OH,45371,"$   26,758.23",NO
CHILD FOCUS INC,CINCINNATI,OH,452441557,"$   56,203.23",NO
CHILD GUIDANCE & FAMILY SOLUTIONS,AKRON,OH,443053838,"$   7,710.66",NO
CHILDREN HAVE OPTIONS IN CARING ENVIRONMENTS,DAYTON,OH,454392219,"$   1,536.17",NO
CHILDREN'S HOSPITAL MEDICAL CENTER,CINCINNATI,OH,452293039,"$   4,128,673.23",YES
CHILDREN'S HOSPITAL MEDICAL CENTER OF AKRON,AKRON,OH,443081063,"$   4,267,623.93",YES
"CHILDREN'S SMILES DENTAL CARE, INC.",LIMA,OH,458061464,"$   48,930.05",NO
CHMC COMMUNITY HEALTH SERVICES NETWORK,CINCINNATI,OH,452293036,"$   85,038.37",YES
CHN INC. ADULT DAY CARE,GREENVILLE,OH,453319606,"$   149,599.20",YES
CHOICE HEALTH CARE LTD,DAYTON,OH,454323035,"$   2,411.92",NO
CHOICE PHYSICAL THERAPY OF OHIO LLC,BLUE ASH,OH,452426811,$   500.00,NO
CHOICE PODIATRY ASSOCIATES INC,CLEVELAND,OH,441930038,$   715.62,NO
CHOICES FOR VICTIMS OF DOMESTIC VIOLENCE,WORTHINGTON,OH,430852238,$   500.00,NO
CHRISTOPHER J MEYER,MANTUA,OH,442550520,$   500.00,NO
"CHS - ARLINGTON, INC",NEWARK,OH,430551940,"$   39,757.69",NO
"CHS - COLERAIN, INC.",CINCINNATI,OH,452311129,"$   2,858.66",NO
CHS - GOSHEN INC,LOVELAND,OH,451408723,"$   18,388.95",NO
"CHS - HUNTINGTON, INC",HAMILTON,OH,450114448,"$   7,620.38",NO
"CHS - MIAMI VALLEY, INC",HAMILTON,OH,450139332,"$   5,051.27",YES
"CHS - MT. HEALTHY, INC",CINCINNATI,OH,452312322,"$   5,088.46",NO
"CHS - OHIO VALLEY, INC",CINCINNATI,OH,452114855,"$   3,343.72",NO
"CHS - PATASKALA, INC",JOHNSTOWN,OH,430311112,"$   20,133.69",NO
"CHS - SPRINGDALE, INC",CINCINNATI,OH,452511303,"$   1,581.37",NO
CHS HOSPICE & PALLIATIVE CARE SERVICES LLC,MIDDLEBURG HEIGHTS,OH,44130,"$   79,934.02",YES
CHS OF ASHTABULA INC,DUBLIN,OH,430172378,"$   43,274.42",YES
CHS OF BOWERSTON OPERATING COMPANY INC,DUBLIN,OH,430172378,"$   93,323.45",YES
CHS OF COLUMBUS INC,DUBLIN,OH,430172378,"$   2,702.46",NO
CHS OF KETTERING OPERATING COMPANY INC,DUBLIN,OH,430172378,"$   6,110.36",NO
CHS OF SCIOTO OPERATING COMPANY INC,DUBLIN,OH,430172378,"$   9,238.96",NO
CHS OF WINTERSVILLE INC,DUBLIN,OH,430172378,"$   17,637.05",NO
"CHS-BATAVIA, INC",BATAVIA,OH,451031913,"$   66,885.97",NO
CINCINNATI HOME CARE INC.,CINCINNATI,OH,45240,$   500.00,NO
CINCINNATI OBSERVATION AND PROFESSIONAL STAFFING INC,CINCINNATI,OH,452424400,"$   1,674.89",NO
CINCINNATI RIVERVIEW HEALTHCARE LLC,CINCINNATI,OH,452331601,"$   4,925.09",NO
CINCYSMILES FOUNDATION,CINCINNATI,OH,452031513,$   500.00,NO
CINDY W ELRICH OD LLC,CHILLICOTHE,OH,456018603,"$   1,313.23",YES
"CINLD, LLC",CINCINNATI,OH,452241058,"$   1,880.19",NO
CIRCLEVILLE DENTAL PARTNER,CIRCLEVILLE,OH,431132178,"$   55,650.56",YES
"CIRCLEVILLE LONG TERM CARE, INC",CINCINNATI,OH,452364414,"$   230,556.53",YES
CIRCLEVILLE PHYSICAL THERAPY INC,CIRCLEVILLE,OH,431131005,"$   8,151.77",YES
"CIRCLEVILLE POST ACUTE, LLC",CIRLCEVILLE,OH,431131301,"$   202,584.07",YES
CITY HOSPITAL ASSOCIATION,EAST LIVERPOOL,OH,439202405,"$   2,768,825.01",YES
CITY OF BEDFORD,CLEVELAND,OH,441210727,$   500.00,NO
CITY OF CINCINNATI,CINCINNATI,OH,452293014,"$   18,790.52",NO
CITY OF CORTLAND,CORTLAND,OH,444101029,$   723.34,NO
CITY OF EASTLAKE,EASTLAKE,OH,440952047,"$   1,012.67",NO
CITY OF HIGHLAND HEIGHTS,CLEVELAND,OH,441210727,$   500.00,NO
CITY OF KENT DIRECTOR OF FINANCE,KENT,OH,442407912,"$   1,121.17",NO
CITY OF TIFFIN,TIFFIN,OH,448832836,"$   52,079.82",YES
CITY OF WOOSTER,WOOSTER,OH,446917127,"$   5,328,526.91",YES
"CLARKE FAMILY MEDICINE, LLC",CANTON,OH,447085984,$   500.00,NO
"CLASSIC HEALTHCARE SERVICES, LLC",COLUMBUS,OH,432291704,$   500.00,NO
"CLASSIC HEALTHCARE SYSTEMS, LLC",FRANKLIN,OH,450052327,"$   4,583.80",YES
"CLAUTTI CHIROPRACTIC, INC.",POLAND,OH,445142154,$   797.71,NO
CLEAR MINDS COACHING & COUNSELING LLC,NORWALK,OH,448572121,"$   8,001.09",YES
"CLEAR OUTLOOK COUNSELING, LLC",MILFORD,OH,45150,$   500.00,NO
CLEARCREEK TOWNSHIP FIRE DEPARTMENT,STOUTSVILLE,OH,431549706,"$   5,786.65",YES
CLERMONT HEALTH CARE,LOVELAND,OH,451406941,"$   2,425.35",NO
CLEVELAND ASC LLC,RICHMOND HEIGHTS,OH,441433006,$   987.89,NO
CLEVELAND CLINIC AVON HOSPITAL,INDEPENDENCE,OH,441315058,"$   482,080.13",NO
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHABILITATION,INDEPENDENCE,OH,441315058,"$   30,462.30",NO
CLEVELAND CLINIC FOUNDATION CLEVELAND CLINIC HOME CARE,INDEPENDENCE,OH,441315058,"$   48,570.92",NO
